Likes,Comments,Views
77866.0,2958.0,2349546.0
18957.0,566.0,702174.0
371116.0,13239.0,17069830.0
23502.0,1113.0,1016391.0
28031.0,1690.0,1348450.0
25021.0,1216.0,967211.0
2400.0,214.0,156294.0
47460.0,1517.0,1658204.0
44713.0,2725.0,1186255.0
227589.0,4648.0,6340958.0
18649.0,1339.0,748675.0
58950.0,1107.0,7755963.0
672749.0,62897.0,48018833.0
47086.0,3535.0,3452285.0
140841.0,7330.0,10338163.0
25825.0,1458.0,608177.0
501165.0,31086.0,32791832.0
71688.0,1712.0,4783245.0
26616.0,1143.0,441062.0
155534.0,10306.0,2564092.0
75028.0,3457.0,4695664.0
63497.0,4004.0,2936679.0
19325.0,1128.0,385239.0
205831.0,15677.0,11829970.0
175132.0,6049.0,4357193.0
774.0,83.0,48984.0
1241.0,70.0,47430.0
105355.0,7424.0,5547667.0
5077.0,351.0,93633.0
41927.0,1112.0,1952077.0
75063.0,3724.0,12244410.0
22891.0,1780.0,1006579.0
6851.0,178.0,963335.0
32631.0,1587.0,1322089.0
11248.0,505.0,384035.0
959.0,138.0,28759.0
218539.0,4421.0,19256162.0
281285.0,3360.0,17282158.0
378858.0,18860.0,17975269.0
65909.0,2122.0,1864630.0
1056430.0,46966.0,75785129.0
1221507.0,43126.0,86169225.0
3721.0,322.0,45157.0
861503.0,17975.0,79941868.0
51437.0,468.0,4341289.0
45628.0,17264.0,5283664.0
141654.0,2756.0,11184537.0
126347.0,83990.0,11188525.0
737.0,52.0,15390.0
7650.0,887.0,231488.0
34599.0,1349.0,824297.0
1032.0,22.0,54030.0
5352.0,496.0,154461.0
95162.0,2272.0,11235146.0
2694.0,108.0,74586.0
2817.0,59.0,286228.0
28966.0,676.0,906361.0
29955.0,557.0,1057862.0
26049.0,850.0,909323.0
21274.0,16178.0,1100740.0
2271.0,249.0,240234.0
24014.0,716.0,947162.0
526.0,94.0,11293.0
37370.0,902.0,2578373.0
1159.0,91.0,64703.0
13796.0,10330.0,689494.0
1968.0,96.0,56066.0
10725.0,403.0,155562.0
-1.0,335.0,27451.0
3026.0,538.0,30405.0
2113.0,138.0,98972.0
65719.0,791.0,2724499.0
317.0,32.0,3618.0
38690.0,780.0,1385264.0
1208.0,930.0,22966.0
953712.0,35658.0,84410562.0
129100.0,2332.0,7846143.0
353053.0,14909.0,41739024.0
3221.0,209.0,102646.0
4732.0,256.0,78050.0
2135.0,136.0,41057.0
6865.0,554.0,55078.0
2740.0,86.0,39049.0
2538.0,435.0,51747.0
726.0,50.0,21868.0
920.0,93.0,9533.0
1656.0,236.0,34090.0
15637.0,1279.0,309098.0
4063.0,245.0,62428.0
1716.0,308.0,16080.0
1815.0,254.0,41900.0
1944.0,160.0,23225.0
670.0,125.0,10451.0
3001265.0,110162.0,23836066.0
19997.0,1540.0,271333.0
2009.0,317.0,30632.0
1382.0,134.0,23763.0
834.0,84.0,13489.0
7185.0,463.0,149396.0
2952.0,478.0,57411.0
3645.0,225.0,38560.0
4049.0,807.0,52323.0
1006.0,40.0,11230.0
6117.0,745.0,126185.0
2175.0,115.0,35288.0
947.0,108.0,18535.0
2342.0,226.0,34789.0
29728.0,8832.0,405791.0
1431.0,260.0,26709.0
3500.0,381.0,107906.0
44616.0,3098.0,426875.0
193217.0,6129.0,1765945.0
1015.0,96.0,17191.0
1417.0,159.0,34941.0
196898.0,15525.0,1223879.0
18063.0,978.0,184093.0
8815.0,1353.0,200452.0
1155.0,132.0,21112.0
535.0,132.0,10339.0
462.0,62.0,10737.0
5035.0,564.0,131760.0
1677.0,290.0,23239.0
2194.0,256.0,36560.0
19671.0,1151.0,259851.0
2967.0,565.0,63886.0
48041.0,1435.0,450066.0
2025.0,308.0,46862.0
10321.0,930.0,205486.0
1144.0,39.0,12289.0
329.0,29.0,14341.0
187163.0,3835.0,13048900.0
59866.0,979.0,2844014.0
404.0,15.0,20861.0
53333.0,1425.0,2817800.0
1638369.0,58851.0,84747957.0
1572.0,27.0,48918.0
1455.0,6.0,34655.0
3498.0,8.0,53592.0
6057.0,165.0,589429.0
797.0,71.0,15177.0
7007.0,218.0,632477.0
2683.0,10.0,49294.0
9126.0,176.0,497458.0
3933.0,159.0,400330.0
47306.0,1379.0,2529301.0
186218.0,5904.0,9803295.0
13657.0,484.0,1120660.0
9965.0,197.0,325200.0
4452.0,86.0,190418.0
4427.0,124.0,331718.0
2713.0,16.0,61478.0
5940.0,143.0,593989.0
8031.0,169.0,332371.0
19154.0,610.0,1756737.0
247914.0,8681.0,16294784.0
74081.0,1758.0,3176730.0
11197.0,186.0,325309.0
68762.0,1160.0,3691767.0
9700.0,219.0,461467.0
11059.0,481.0,1104214.0
4148.0,123.0,149363.0
53.0,1.0,6817.0
1571.0,7.0,37883.0
185175.0,6838.0,9147428.0
3685.0,28.0,23653.0
903.0,27.0,40275.0
16915.0,439.0,1695867.0
19800.0,443.0,775719.0
766.0,28.0,65632.0
77692.0,2892.0,3731583.0
5743875.0,178361.0,826423766.0
1103713.0,29774.0,106151957.0
28863.0,605.0,1723190.0
11025176.0,335455.0,1582262997.0
45448.0,1680.0,10155588.0
475.0,21.0,66279.0
1357197.0,39624.0,153478497.0
24970.0,1225.0,3248506.0
68133.0,1358.0,9253680.0
11323.0,210.0,2812807.0
282754.0,10831.0,19469009.0
1019385.0,24603.0,193685278.0
164337.0,7092.0,7108897.0
22420.0,679.0,6599382.0
9313.0,433.0,1722365.0
27102.0,2311.0,2549580.0
1628.0,85.0,97163.0
24285.0,893.0,1285807.0
7240.0,167.0,1316713.0
7375.0,368.0,2362949.0
74617.0,1982.0,8122555.0
338601.0,19063.0,38478475.0
1668.0,107.0,258994.0
280090.0,11424.0,37037129.0
72612.0,1063.0,14914811.0
4986.0,134.0,617350.0
73362.0,4072.0,10331666.0
6177588.0,125791.0,378164492.0
6473.0,455.0,267705.0
21946.0,481.0,3776936.0
120500.0,5172.0,5156616.0
639942.0,23316.0,161103805.0
94089.0,1537.0,5434925.0
10818.0,291.0,2058438.0
14386.0,332.0,1853171.0
37.0,1.0,31343.0
371.0,19.0,23448.0
2382.0,114.0,104246.0
137327.0,6197.0,6216027.0
9368.0,279.0,398061.0
431284.0,33369.0,10450206.0
23130.0,1323.0,1188153.0
2639.0,1009.0,131943.0
881.0,17.0,45584.0
7110.0,374.0,262959.0
34575.0,350.0,1309077.0
4560.0,144.0,150633.0
26171.0,577.0,1451335.0
3749.0,715.0,167574.0
50074.0,3095.0,7178954.0
37645.0,2115.0,753025.0
130817.0,6868.0,17103736.0
222713.0,12557.0,6281449.0
310589.0,23024.0,6701666.0
3121.0,104.0,143605.0
908.0,932.0,37905.0
1445.0,296.0,6611.0
2951.0,580.0,63675.0
1237.0,709.0,65745.0
32962.0,2355.0,3371830.0
19436.0,1683.0,940004.0
324.0,51.0,6631.0
6559.0,257.0,157301.0
28195.0,2588.0,943664.0
992.0,18.0,59749.0
1796.0,47.0,77345.0
5524.0,526.0,206418.0
9633.0,179.0,88788.0
17548.0,664.0,481643.0
28878.0,605.0,544761.0
12675.0,909.0,167962.0
345943.0,11838.0,18380002.0
2586.0,98.0,52954.0
98631.0,3188.0,1044608.0
1809.0,65.0,94188.0
23676.0,1913.0,167863.0
31710.0,456.0,444036.0
1333.0,22.0,119487.0
54092.0,2452.0,1655085.0
16605.0,849.0,183096.0
287909.0,6424.0,23169378.0
11316.0,850.0,187063.0
12935.0,80.0,129591.0
4279.0,171.0,188490.0
2815.0,79.0,97537.0
11751.0,659.0,408227.0
7246.0,464.0,88247.0
26848.0,239.0,273349.0
5675.0,54.0,70181.0
64464.0,3171.0,1564078.0
20892.0,622.0,795386.0
4510.0,264.0,276901.0
2990.0,160.0,42924.0
10676.0,399.0,111027.0
35092.0,1804.0,1815767.0
88340.0,2982.0,6734947.0
1184.0,54.0,50148.0
3396.0,116.0,145497.0
1229.0,24.0,22525.0
2716.0,53.0,66379.0
1251353.0,71682.0,18565979.0
6642.0,312.0,314438.0
57527.0,1115.0,1204024.0
2779.0,83.0,187668.0
8260.0,1127.0,216482.0
83345.0,4558.0,4452337.0
2963.0,193.0,50724.0
37251.0,1452.0,389051.0
8560.0,152.0,107957.0
4160.0,122.0,218182.0
3245.0,437.0,51716.0
298445.0,15610.0,3773387.0
407.0,69.0,7163.0
506.0,35.0,10309.0
8860.0,238.0,140916.0
586.0,83.0,12464.0
51658.0,1455.0,876309.0
18806.0,1403.0,689166.0
3562.0,118.0,87567.0
15128.0,639.0,338212.0
38148.0,3767.0,932919.0
45253.0,4353.0,3243901.0
669.0,95.0,24686.0
15036.0,1563.0,385709.0
80947.0,5557.0,2706505.0
21809.0,1899.0,549530.0
1115.0,121.0,25201.0
19894.0,1070.0,977299.0
18698.0,1258.0,400968.0
549.0,69.0,17195.0
70001.0,2654.0,1879805.0
10660.0,363.0,196727.0
70562.0,3866.0,2535222.0
1786.0,257.0,30191.0
48633.0,4129.0,4154143.0
9624.0,864.0,240450.0
9354.0,766.0,210192.0
503.0,52.0,13591.0
30046.0,2138.0,674979.0
863.0,102.0,61085.0
7675.0,1875.0,327146.0
1218.0,258.0,45214.0
13503.0,400.0,273900.0
2043.0,257.0,25291.0
1529.0,50.0,66259.0
1111.0,40.0,20897.0
692.0,74.0,19220.0
25308.0,3426.0,897553.0
4227.0,184.0,108874.0
4144.0,895.0,419705.0
4897.0,1299.0,231325.0
12892.0,778.0,290351.0
22430.0,927.0,488575.0
6383.0,330.0,258491.0
1800.0,208.0,53207.0
2309.0,554.0,99569.0
86374.0,15363.0,8596384.0
3083.0,140.0,55195.0
3480.0,278.0,126212.0
9475.0,292.0,284841.0
712273.0,32736.0,18116954.0
1962726.0,62540.0,37550877.0
3710978.0,224423.0,63310479.0
4493972.0,177471.0,99698731.0
2946965.0,131040.0,71968133.0
302909.0,7693.0,8097268.0
3550678.0,157803.0,93963115.0
142261.0,14797.0,2529954.0
14259033.0,611757.0,285526909.0
2897163.0,104483.0,85522922.0
207061.0,7997.0,4573945.0
365592.0,7270.0,11123363.0
3945358.0,145722.0,125670049.0
3963124.0,728774.0,116842899.0
6055504.0,239172.0,191988678.0
374130.0,26390.0,10280971.0
31521.0,926.0,889300.0
2869906.0,119182.0,94508185.0
2021442.0,121200.0,66999237.0
3514143.0,129023.0,97578090.0
3557658.0,127113.0,160818375.0
598389.0,19760.0,25367316.0
1572751.0,52457.0,91053784.0
1511358.0,81100.0,69330547.0
1801566.0,76492.0,61197670.0
378105.0,9251.0,13637506.0
312575.0,1902.0,3392295.0
385059.0,10374.0,17321080.0
4763784.0,174632.0,110124989.0
2030057.0,81670.0,107126467.0
4437532.0,109214.0,180766617.0
367987.0,6645.0,11118461.0
2135851.0,91698.0,93319974.0
1080199.0,36374.0,37780348.0
1552125.0,67399.0,66839006.0
446014.0,8278.0,20779962.0
2129926.0,91190.0,98750169.0
319041.0,5526.0,9734303.0
4120158.0,177881.0,136439525.0
3136265.0,101503.0,79882619.0
557743.0,19706.0,21747698.0
2121115.0,65601.0,92621700.0
3206546.0,108235.0,156000008.0
632277.0,19405.0,18492610.0
2523764.0,136866.0,134377650.0
372266.0,6699.0,13545273.0
381271.0,14433.0,15014572.0
492024.0,41183.0,6968660.0
201509.0,9784.0,6383519.0
494889.0,23110.0,7715681.0
61448.0,4080.0,1928710.0
11244.0,6530.0,755642.0
544.0,614.0,53110.0
6958.0,4724.0,288312.0
656.0,1495.0,51269.0
1120.0,9.0,66507.0
18730.0,6675.0,1101187.0
13751.0,6364.0,791042.0
8090.0,9231.0,537070.0
29541.0,18044.0,873549.0
4634.0,4005.0,366447.0
2323.0,1979.0,83353.0
5630.0,5028.0,386436.0
7890.0,6193.0,462943.0
2521.0,1670.0,71652.0
12415.0,16954.0,1020152.0
3215.0,5058.0,288796.0
6465.0,10191.0,633520.0
4840.0,3004.0,251101.0
9069.0,10614.0,1084758.0
1531.0,175.0,85359.0
5089.0,5964.0,454927.0
4836.0,12045.0,264809.0
19359.0,13212.0,931636.0
6554.0,12194.0,549566.0
8070.0,6888.0,576311.0
3847.0,3053.0,278240.0
5936.0,4649.0,473122.0
31563.0,38618.0,1889320.0
7973.0,11184.0,749734.0
11650.0,12453.0,438358.0
7538.0,7921.0,566143.0
644.0,886.0,65137.0
5947.0,4890.0,393718.0
6164.0,8022.0,386949.0
11563.0,7302.0,620690.0
12849.0,6876.0,858549.0
9666.0,17218.0,713211.0
6383.0,3955.0,591721.0
25885.0,8813.0,1178354.0
1274.0,1832.0,112418.0
4615.0,3057.0,278274.0
7402.0,5297.0,367781.0
2983.0,4589.0,240447.0
16316.0,11467.0,1299714.0
21111.0,9407.0,1203517.0
1862.0,4996.0,148992.0
16641.0,9979.0,1195181.0
8684.0,5762.0,475535.0
4898.0,9878.0,499461.0
13318.0,7773.0,657999.0
1869.0,135.0,88980.0
1777.0,194.0,64368.0
4386.0,176.0,170305.0
132298.0,8115.0,4981769.0
61100.0,4466.0,3452571.0
49931.0,2293.0,2494758.0
37430.0,1375.0,1503148.0
542855.0,43802.0,18496859.0
45800.0,1681.0,3588950.0
36655.0,1387.0,1433436.0
51924.0,3057.0,2110850.0
1.0,2.0,63.0
409962.0,10759.0,10330078.0
31742.0,3089.0,1205719.0
0.0,1.0,25.0
56774.0,2220.0,1011277.0
5902.0,274.0,313847.0
396477.0,10721.0,23925458.0
14687.0,328.0,689762.0
19915.0,1101.0,1471735.0
4293.0,110.0,287879.0
226135.0,15445.0,9629509.0
128800.0,4481.0,3526040.0
105414.0,6858.0,3863719.0
65182.0,4679.0,9897790.0
104645.0,7091.0,3455728.0
35432.0,528.0,832026.0
103946.0,4516.0,3779069.0
41293.0,1941.0,1194593.0
26530.0,818.0,602137.0
85704.0,4481.0,8639567.0
310947.0,15981.0,14800155.0
83509.0,5086.0,2954971.0
45821.0,2121.0,2359653.0
5000.0,293.0,252524.0
46953.0,1690.0,1743151.0
65238.0,2121.0,5323008.0
621.0,44.0,55643.0
16576.0,787.0,452937.0
31665.0,1649.0,1045672.0
26731.0,1303.0,1251200.0
74180.0,7794.0,7556654.0
18852.0,750.0,767162.0
15317.0,613.0,319489.0
29562.0,2363.0,595608.0
62343.0,4145.0,6225136.0
18353.0,2560.0,7073338.0
23783.0,1290.0,513747.0
74324.0,6294.0,7428280.0
29581.0,1264.0,1097006.0
96215.0,6430.0,9552698.0
1519.0,124.0,90926.0
17977.0,564.0,383734.0
116596.0,43591.0,11792862.0
132214.0,5981.0,17716356.0
47947.0,3075.0,5054426.0
43511.0,1773.0,747705.0
48317.0,3805.0,4613023.0
13733.0,626.0,489332.0
132562.0,6384.0,4418714.0
44755.0,3214.0,1152562.0
28907.0,2438.0,2767666.0
42848.0,1350.0,1778635.0
68035.0,5549.0,7209027.0
152531.0,3469.0,3270832.0
44412.0,1210.0,1346386.0
12527.0,414.0,787667.0
29773.0,3299.0,880432.0
126685.0,4633.0,2817851.0
22310.0,1177.0,1071023.0
237869.0,19276.0,8445210.0
236557.0,5640.0,4696990.0
19509.0,1072.0,928585.0
3379.0,1381.0,132960.0
49795.0,2177.0,2796778.0
95001.0,7668.0,6312772.0
40750.0,3577.0,1235556.0
10959.0,525.0,844015.0
6813.0,69.0,485266.0
281680.0,11360.0,9033159.0
18403.0,1810.0,1429951.0
62098.0,6272.0,2889074.0
296448.0,29736.0,19097087.0
191691.0,5795.0,3182375.0
35004.0,2726.0,952869.0
673896.0,41869.0,14835017.0
32717.0,1804.0,930267.0
20329.0,806.0,1331141.0
122180.0,1942.0,8705503.0
2012.0,143.0,72517.0
12994.0,521.0,234454.0
1346.0,198.0,106305.0
7355.0,711.0,278584.0
25394.0,2940.0,761574.0
21123.0,560.0,745050.0
26210.0,856.0,1875721.0
1194852.0,16417.0,42252029.0
188472.0,5901.0,13829574.0
11961.0,334.0,495065.0
11420.0,896.0,596902.0
10960.0,109.0,858731.0
31942.0,7562.0,1089328.0
66353.0,2001.0,1546801.0
7687.0,237.0,451843.0
9154.0,1201.0,652244.0
11249.0,393.0,482269.0
20361.0,770.0,1539948.0
12193.0,196.0,1267276.0
27575.0,971.0,1761493.0
962.0,100.0,30388.0
139552.0,7764.0,4235793.0
159719.0,4673.0,2029047.0
26902.0,1190.0,1248957.0
55719.0,1606.0,802372.0
131961.0,3037.0,4849924.0
202969.0,3572.0,4801805.0
186881.0,8575.0,7004107.0
10317.0,757.0,165623.0
128268.0,4356.0,4991078.0
62009.0,1740.0,3134189.0
24508.0,1455.0,374241.0
6806.0,774.0,215489.0
42940.0,1735.0,1407319.0
13004.0,376.0,318419.0
8864.0,326.0,351985.0
63890.0,2427.0,1732512.0
2143.0,77.0,198844.0
10846.0,380.0,759857.0
11672.0,1285.0,302924.0
33558.0,814.0,950825.0
752.0,53.0,16115.0
47204.0,1277.0,2302755.0
61813.0,3416.0,6091315.0
4557.0,379.0,97136.0
1514.0,251.0,37830.0
2596.0,177.0,56994.0
7452.0,581.0,113080.0
59163.0,1583.0,1754969.0
62172.0,1458.0,1345420.0
11911.0,1388.0,610308.0
16747.0,1532.0,525081.0
28944.0,775.0,1515048.0
4849.0,197.0,82596.0
13406.0,314.0,362229.0
1149.0,146.0,17156.0
27889.0,962.0,437660.0
10409.0,385.0,199395.0
10292.0,653.0,327463.0
5213.0,145.0,135056.0
909.0,32.0,24612.0
30095.0,1186.0,1530735.0
37041.0,1190.0,1672442.0
61424.0,692.0,872859.0
6557.0,215.0,179728.0
7812.0,408.0,143959.0
32.0,5.0,83073.0
32189.0,878.0,1750656.0
11395.0,542.0,282641.0
22667.0,588.0,939411.0
4440.0,307.0,95826.0
40994.0,3946.0,1115596.0
33773.0,4225.0,655844.0
5333.0,883.0,87181.0
93512.0,11770.0,2467290.0
4996.0,791.0,86658.0
93420.0,11201.0,2745019.0
2677.0,390.0,51017.0
88302.0,10753.0,2173854.0
959.0,87.0,9269.0
27953.0,6430.0,848504.0
3465.0,317.0,59232.0
2208.0,837.0,37340.0
7455.0,160.0,71578.0
697.0,120.0,17418.0
59959.0,5338.0,1310018.0
406.0,57.0,13184.0
1897.0,349.0,36948.0
7166.0,897.0,156610.0
4122.0,567.0,112040.0
54951.0,6290.0,5370346.0
760.0,80.0,11630.0
3769.0,590.0,180396.0
8058.0,662.0,566503.0
119930.0,11926.0,3432799.0
92823.0,5623.0,8295441.0
2104.0,481.0,46065.0
20892.0,976.0,640120.0
79878.0,3067.0,2750006.0
565673.0,35186.0,31667627.0
350411.0,15822.0,6058858.0
2179.0,324.0,55298.0
7785.0,331.0,621651.0
43557.0,4766.0,514758.0
3016.0,573.0,56101.0
2118.0,245.0,35759.0
221.0,35.0,2225.0
89783.0,7013.0,2610708.0
77209.0,8351.0,1700683.0
5437.0,1020.0,109574.0
814.0,85.0,12274.0
4936.0,750.0,208877.0
4972.0,1307.0,87422.0
28895.0,6897.0,707813.0
22443.0,300.0,681002.0
24496.0,257.0,254500.0
3675.0,685.0,85298.0
15392.0,1232.0,297966.0
24059.0,3355.0,805728.0
926.0,258.0,16396.0
1079.0,473.0,16451.0
115164.0,5254.0,4098562.0
1209.0,1167.0,19967.0
858.0,162.0,18992.0
24017.0,3549.0,1148562.0
64432.0,5717.0,4526546.0
6900.0,383.0,114921.0
406.0,57.0,13184.0
52160.0,11181.0,2497202.0
7292.0,316.0,135067.0
39845.0,3375.0,1760155.0
1708.0,301.0,58559.0
3205.0,439.0,84465.0
1793.0,185.0,75483.0
124490.0,7455.0,8830062.0
2976.0,131.0,103500.0
117231.0,5092.0,2657361.0
35423.0,1060.0,1034342.0
2468.0,220.0,37870.0
1562.0,130.0,10503.0
855.0,139.0,24863.0
1409.0,122.0,12041.0
438812.0,40924.0,22439610.0
199933.0,22438.0,17069314.0
1025.0,43.0,14264.0
2295.0,1399.0,179180.0
25029.0,2468.0,1651459.0
1781.0,66.0,33246.0
2363.0,725.0,42216.0
466063.0,10976.0,8324871.0
7455.0,300.0,447522.0
449.0,282.0,4368.0
6875.0,227.0,543947.0
1872.0,100.0,28892.0
1537.0,59.0,41735.0
21393.0,1087.0,1557335.0
1785.0,133.0,19147.0
15593.0,1407.0,607849.0
1466.0,321.0,52695.0
2498.0,294.0,129231.0
1822.0,1575.0,30352.0
1969.0,312.0,82902.0
2364.0,307.0,50941.0
1639.0,392.0,92899.0
1050.0,173.0,79741.0
82083.0,6414.0,2541347.0
4134.0,826.0,77502.0
1490.0,237.0,57446.0
9401.0,780.0,150039.0
17307.0,1101.0,331603.0
4147.0,1292.0,106966.0
1435534.0,64164.0,36868871.0
20319.0,2958.0,190106.0
599842.0,39313.0,23222262.0
8870.0,554.0,834400.0
697363.0,18075.0,18609928.0
48823.0,3061.0,1461872.0
162408.0,3151.0,14118968.0
283831.0,9805.0,12550897.0
79336.0,3695.0,1667301.0
61689.0,1928.0,1284173.0
8574.0,723.0,936041.0
98519.0,5633.0,3020492.0
15312.0,595.0,286969.0
101465.0,5079.0,3487219.0
44866.0,2709.0,1486176.0
833480.0,56565.0,23717752.0
183765.0,3810.0,4181136.0
7387.0,566.0,125674.0
137796.0,4891.0,2064594.0
1790536.0,68822.0,44424347.0
142.0,6.0,2813.0
626889.0,35593.0,14694097.0
88764.0,5853.0,1815856.0
1602939.0,61259.0,54583132.0
18225.0,830.0,1667322.0
148031.0,5179.0,3653854.0
45763.0,2234.0,1208037.0
157.0,10.0,4806.0
785650.0,55050.0,23973948.0
3867.0,199.0,43046.0
55962.0,2766.0,1685445.0
11620.0,499.0,1048056.0
15641.0,470.0,377483.0
641.0,32.0,21129.0
19007.0,141.0,9904507.0
14868.0,840.0,618566.0
1734.0,348.0,35516.0
8033.0,404.0,196801.0
-1.0,821.0,553892.0
171757.0,4288.0,11563268.0
1075.0,103.0,19923.0
33342.0,435.0,269849.0
346.0,24.0,9050.0
135411.0,5708.0,3666465.0
393.0,13.0,12513.0
59583.0,523.0,3442343.0
18551.0,2136.0,504475.0
1810.0,13.0,285609.0
779.0,105.0,41517.0
17411.0,441.0,2322280.0
4192.0,198.0,1010999.0
4758.0,141.0,1266475.0
8436.0,398.0,594480.0
12970.0,469.0,2885013.0
2672.0,240.0,73864.0
14665.0,873.0,1293718.0
355.0,21.0,30215.0
228.0,22.0,12666.0
19135.0,1625.0,4043624.0
18106.0,325.0,7510904.0
8680.0,352.0,1945769.0
600.0,18.0,131716.0
105.0,-1.0,28219.0
354984.0,108099.0,8186585.0
830.0,19.0,239924.0
3600.0,18.0,592173.0
9641.0,115.0,2278082.0
7247.0,88.0,1766202.0
741.0,29.0,117695.0
22450.0,705.0,2188598.0
20138.0,-1.0,5351960.0
-1.0,180.0,2389222.0
643.0,0.0,24012.0
3963.0,260.0,132403.0
29732.0,8832.0,405850.0
-1.0,105.0,1541874.0
20442.0,2591.0,3989464.0
409.0,29.0,45122.0
26505.0,794.0,5903244.0
5544.0,196.0,701005.0
791.0,6.0,128548.0
179555.0,6907.0,65067408.0
54154.0,2892.0,15397832.0
17.0,1.0,2758.0
280080.0,7414.0,52046148.0
56258.0,1185.0,3505369.0
31601.0,1250.0,6301646.0
85408.0,5547.0,3733933.0
7791.0,1827.0,173717.0
23915.0,311.0,6897438.0
42757.0,1087.0,2885056.0
700.0,16.0,18302.0
55282.0,576.0,2586478.0
51915.0,876.0,2197690.0
118846.0,3501.0,3069097.0
6579.0,146.0,313285.0
16394.0,864.0,573706.0
6386.0,115.0,122824.0
2216.0,360.0,87484.0
2923.0,49.0,89486.0
2970.0,346.0,66888.0
19444.0,766.0,609802.0
12111.0,467.0,266203.0
4238.0,47.0,261889.0
630.0,86.0,11642.0
2353.0,178.0,78038.0
7514.0,251.0,195145.0
56267.0,1146.0,2214491.0
2673.0,174.0,76828.0
2604.0,78.0,113661.0
2020.0,133.0,54541.0
7742.0,787.0,271415.0
30536.0,742.0,1332052.0
4267.0,70.0,138290.0
1760.0,170.0,35373.0
5407.0,54.0,309718.0
26837.0,555.0,559680.0
12875.0,354.0,317372.0
712.0,130.0,17259.0
14986.0,616.0,324079.0
1738.0,100.0,32054.0
36835.0,1265.0,1456270.0
3252.0,331.0,99774.0
7555.0,442.0,295344.0
582.0,33.0,10129.0
3765.0,74.0,85503.0
19969.0,621.0,578389.0
29589.0,950.0,718461.0
43704.0,1543.0,800364.0
20106.0,616.0,435863.0
44518.0,1273.0,1058423.0
71.0,2.0,911.0
16225.0,454.0,510592.0
3759.0,67.0,151345.0
55097.0,1543.0,2287752.0
2313.0,230.0,95826.0
2180.0,170.0,31289.0
2350.0,162.0,72414.0
8896.0,225.0,304816.0
4869.0,218.0,101255.0
39458.0,744.0,961789.0
33471.0,1176.0,855620.0
30398.0,954.0,720075.0
33529.0,699.0,677081.0
11496.0,324.0,318051.0
6314.0,373.0,181931.0
8491.0,613.0,202934.0
6770.0,537.0,137791.0
52388.0,2362.0,691573.0
30071.0,1490.0,405989.0
16028.0,344.0,283172.0
82.0,14.0,1352.0
18486.0,733.0,353784.0
52347.0,2407.0,1705786.0
2611.0,217.0,36138.0
42113.0,1385.0,1379849.0
11283.0,385.0,265906.0
328.0,90.0,2661.0
45878.0,963.0,1291584.0
24954.0,651.0,808215.0
12759.0,362.0,323071.0
193795.0,19579.0,6478696.0
4597.0,263.0,107917.0
54822.0,1361.0,1419701.0
374.0,21.0,6573.0
1218.0,99.0,15426.0
169994.0,5444.0,2853947.0
11283.0,656.0,176919.0
79849.0,4880.0,2475429.0
7774.0,201.0,165986.0
5009.0,325.0,67619.0
17967.0,1042.0,470123.0
46566.0,3491.0,1732100.0
9330.0,567.0,320959.0
57691.0,2798.0,1510897.0
1796.0,72.0,47696.0
3792.0,337.0,58850.0
19112.0,433.0,527380.0
17272.0,1683.0,492976.0
889.0,69.0,18154.0
7665.0,534.0,133708.0
1244.0,80.0,23909.0
3831.0,187.0,76643.0
6545.0,571.0,128164.0
630.0,221.0,5663.0
34468.0,1223.0,1085330.0
25476.0,1892.0,512978.0
1409.0,91.0,30465.0
5556.0,318.0,170837.0
27768.0,1635.0,578167.0
41946.0,2106.0,3346948.0
42940.0,1735.0,1407324.0
43189.0,1155.0,2317183.0
15137.0,181.0,906372.0
36835.0,1265.0,1456270.0
38776.0,566.0,2278698.0
1237.0,16.0,32605.0
30764.0,929.0,856628.0
18982.0,402.0,1339489.0
300789.0,6254.0,11814893.0
13141.0,382.0,181827.0
17219.0,417.0,762553.0
16152.0,282.0,605453.0
44217.0,1448.0,872008.0
559.0,24.0,27243.0
22643.0,555.0,508969.0
16723.0,372.0,738202.0
8812.0,889.0,578179.0
34464.0,822.0,1651599.0
12687.0,313.0,367200.0
29818.0,1028.0,854273.0
27736.0,692.0,1432027.0
176978.0,7152.0,10817160.0
4831.0,1517.0,292643.0
29980.0,897.0,1167616.0
3518.0,97.0,127492.0
26619.0,1070.0,1378069.0
5658.0,195.0,132583.0
9862.0,205.0,402110.0
463331.0,21849.0,7497071.0
18847.0,76.0,1414209.0
10441.0,172.0,515395.0
25161.0,1188.0,847233.0
1151.0,37.0,25386.0
109335.0,2712.0,5028230.0
1520.0,32.0,56956.0
4306.0,48.0,238411.0
413.0,4.0,41925.0
5190.0,217.0,145691.0
15683.0,1004.0,879470.0
3505.0,408.0,257103.0
2712.0,146.0,82298.0
2464.0,130.0,192964.0
7289.0,158.0,351087.0
4759.0,232.0,130286.0
1861.0,184.0,37959.0
9615.0,648.0,319957.0
10259.0,416.0,386360.0
2981.0,72.0,431421.0
5198.0,443.0,226152.0
